T,X,Y,V,phi,spikes
0,131.94,-78.215,0.62107,3.1416,0
1,131.94,-78.215,0.60535,3.1416,0
2,131.94,-78.215,0.58963,3.1416,0
3,131.94,-78.215,0.57392,3.1416,0
4,131.94,-78.215,0.55821,3.1416,0
5,131.94,-78.215,0.54251,3.1416,0
6,131.94,-78.215,0.52683,3.1416,0
7,131.94,-78.215,0.51116,3.1416,0
8,131.94,-78.215,0.49551,3.1416,0
9,131.94,-78.215,0.47989,3.1416,0
10,131.94,-78.215,0.4643,3.1416,0
11,131.94,-78.215,0.44874,3.1416,0
12,131.94,-78.215,0.43323,3.1416,0
13,131.94,-78.215,0.41776,3.1416,0
14,131.94,-78.215,0.40235,3.1416,0
15,131.93,-78.215,0.38701,3.1416,0
16,131.93,-78.215,0.37174,3.1416,0
17,131.93,-78.215,0.35656,3.1416,0
18,131.93,-78.215,0.34148,3.1416,0
19,131.93,-78.215,0.3265,3.1416,0
20,131.93,-78.215,0.31165,3.1416,0
21,131.93,-78.215,0.29693,3.1416,0
22,131.93,-78.215,0.28236,3.1416,0
23,131.93,-78.215,0.26796,3.1416,0
24,131.93,-78.215,0.25373,3.1416,0
25,131.93,-78.215,0.2397,3.1416,0
26,131.93,-78.215,0.22587,3.1416,0
27,131.93,-78.215,0.21228,3.1416,0
28,131.93,-78.215,0.19893,3.1416,0
29,131.93,-78.215,0.18584,3.1416,0
30,131.93,-78.215,0.17302,3.1416,0
31,131.93,-78.215,0.1605,3.1416,0
32,131.93,-78.215,0.14828,3.1416,0
33,131.93,-78.215,0.13639,3.1416,0
34,131.93,-78.215,0.12484,3.1416,0
35,131.93,-78.215,0.11365,3.1416,0
36,131.93,-78.215,0.10282,3.1416,0
37,131.93,-78.215,0.092381,3.1416,0
38,131.93,-78.215,0.082333,3.1416,0
39,131.93,-78.215,0.072692,3.1416,0
40,131.93,-78.215,0.063468,3.1416,0
41,131.93,-78.215,0.054671,3.1416,0
42,131.93,-78.215,0.046309,3.1416,0
43,131.93,-78.215,0.03839,3.1416,0
44,131.93,-78.215,0.030919,3.1416,0
45,131.93,-78.215,0.0239,3.1416,0
46,131.93,-78.215,0.017337,3.1415,0
47,131.93,-78.215,0.01123,3.1414,0
48,131.93,-78.215,0.0055796,3.1409,0
49,131.93,-78.215,0.00038452,3.127,0
50,131.93,-78.215,0.0043586,0.0018251,0
51,131.93,-78.215,0.0086543,0.0012355,0
52,131.93,-78.215,0.012509,0.0011026,0
53,131.93,-78.215,0.015929,0.0010804,0
54,131.93,-78.215,0.018925,0.0011038,0
55,131.93,-78.215,0.021507,0.0011513,0
56,131.93,-78.215,0.023686,0.0012245,0
57,131.93,-78.215,0.025475,0.0013168,0
58,131.93,-78.215,0.02689,0.001424,0
59,131.93,-78.215,0.027944,0.001543,0
60,131.93,-78.215,0.028654,0.0016715,0
61,131.93,-78.215,0.029039,0.0018067,0
62,131.93,-78.215,0.029115,0.0019575,0
63,131.93,-78.215,0.028902,0.0021244,0
64,131.93,-78.215,0.02842,0.002305,0
65,131.93,-78.215,0.027688,0.0024959,0
66,131.93,-78.215,0.026728,0.0026928,0
67,131.93,-78.215,0.025559,0.0028895,0
68,131.93,-78.215,0.024203,0.0030772,0
69,131.93,-78.215,0.022681,0.0032434,0
70,131.93,-78.215,0.021014,0.0033698,0
71,131.93,-78.215,0.019222,0.003429,0
72,131.93,-78.215,0.017327,0.0033794,0
73,131.93,-78.215,0.015349,0.0031548,0
74,131.93,-78.215,0.013306,0.0026457,0
75,131.93,-78.215,0.011219,0.0016585,0
76,131.93,-78.215,0.0091054,-0.00016662,0
77,131.93,-78.215,0.0069833,-0.0035479,0
78,131.93,-78.215,0.0048696,-0.010542,0
79,131.93,-78.215,0.0027802,-0.029259,0
80,131.93,-78.215,0.00073588,-0.15676,0
81,131.93,-78.215,0.0012821,-3.0233,0
82,131.93,-78.215,0.0032138,-3.0823,0
83,131.93,-78.215,0.0050719,-3.0958,0
84,131.93,-78.215,0.0068433,-3.1011,0
85,131.93,-78.215,0.0085182,-3.1036,0
86,131.93,-78.215,0.010088,-3.1046,0
87,131.93,-78.215,0.011547,-3.1048,0
88,131.93,-78.215,0.012886,-3.1045,0
89,131.93,-78.215,0.014102,-3.1038,0
90,131.93,-78.215,0.01519,-3.1029,0
91,131.93,-78.215,0.016149,-3.1019,0
92,131.93,-78.215,0.016976,-3.1006,0
93,131.93,-78.215,0.01767,-3.0993,0
94,131.93,-78.215,0.018233,-3.0979,0
95,131.93,-78.215,0.018666,-3.0963,0
96,131.93,-78.215,0.018971,-3.0947,0
97,131.93,-78.215,0.019151,-3.0929,0
98,131.93,-78.215,0.01921,-3.0909,0
99,131.93,-78.215,0.019154,-3.0888,0
100,131.93,-78.215,0.018987,-3.0866,0
101,131.93,-78.215,0.018715,-3.0842,0
102,131.93,-78.215,0.018345,-3.0817,0
103,131.93,-78.215,0.017884,-3.0791,0
104,131.93,-78.215,0.017338,-3.0763,0
105,131.93,-78.215,0.016717,-3.0735,0
106,131.93,-78.215,0.016026,-3.0707,0
107,131.93,-78.215,0.015276,-3.0679,0
108,131.93,-78.215,0.014472,-3.0651,1
109,131.93,-78.215,0.013625,-3.0625,0
110,131.93,-78.215,0.012742,-3.0603,0
111,131.93,-78.215,0.011831,-3.0585,0
112,131.93,-78.215,0.010901,-3.0577,0
113,131.93,-78.215,0.0099595,-3.0582,0
114,131.93,-78.215,0.0090136,-3.0607,0
115,131.93,-78.215,0.0080711,-3.066,0
116,131.93,-78.215,0.0071392,-3.0754,0
117,131.93,-78.215,0.0062255,-3.0909,0
118,131.93,-78.215,0.0053378,-3.1158,0
119,131.93,-78.215,0.0044853,3.1282,1
120,131.93,-78.215,0.0036801,3.0655,0
121,131.93,-78.215,0.0029408,2.9638,0
122,131.93,-78.215,0.002301,2.7949,0
123,131.93,-78.215,0.0018249,2.5189,0
124,131.93,-78.215,0.001611,2.1285,0
125,131.93,-78.215,0.0017114,1.7335,0
126,131.93,-78.215,0.002043,1.4524,0
127,131.93,-78.215,0.0024861,1.2846,0
128,131.93,-78.215,0.0029682,1.1901,0
129,131.93,-78.215,0.0034547,1.1395,0
130,131.93,-78.215,0.0039295,1.1161,0
131,131.93,-78.215,0.0043849,1.1103,0
132,131.93,-78.215,0.0048167,1.1163,0
133,131.93,-78.215,0.0052223,1.1308,0
134,131.93,-78.215,0.0055998,1.1515,1
135,131.93,-78.215,0.0059479,1.1766,0
136,131.93,-78.215,0.0062648,1.205,0
137,131.93,-78.215,0.0065482,1.236,0
138,131.93,-78.215,0.0067951,1.2688,0
139,131.93,-78.215,0.007002,1.303,0
140,131.93,-78.215,0.0071645,1.3382,0
141,131.93,-78.215,0.0072774,1.3744,0
142,131.93,-78.215,0.0073348,1.4113,0
143,131.93,-78.215,0.0073301,1.4491,0
144,131.93,-78.215,0.0072563,1.4881,0
145,131.93,-78.215,0.0071057,1.5287,0
146,131.93,-78.215,0.0068711,1.5716,0
147,131.93,-78.215,0.0065464,1.6183,0
148,131.93,-78.215,0.0061248,1.6706,0
149,131.93,-78.215,0.0056011,1.7323,0
150,131.93,-78.215,0.0049733,1.8097,0
151,131.93,-78.215,0.0042463,1.9154,0
152,131.93,-78.215,0.0034453,2.0765,0
153,131.93,-78.215,0.0026535,2.356,0
154,131.93,-78.215,0.002131,2.8673,0
155,131.93,-78.215,0.0023654,-2.7557,0
156,131.93,-78.215,0.0034155,-2.3068,0
157,131.93,-78.215,0.0049462,-2.0664,0
158,131.93,-78.215,0.0067794,-1.9274,0
159,131.93,-78.215,0.0088525,-1.8376,0
160,131.93,-78.215,0.011141,-1.7742,0
161,131.93,-78.215,0.013635,-1.7267,0
162,131.93,-78.215,0.016328,-1.6893,0
163,131.93,-78.215,0.019214,-1.6588,0
164,131.93,-78.215,0.022287,-1.6334,0
165,131.93,-78.215,0.02554,-1.6117,0
166,131.93,-78.215,0.028965,-1.593,0
167,131.93,-78.215,0.03255,-1.5765,0
168,131.93,-78.215,0.036285,-1.5619,0
169,131.93,-78.215,0.040155,-1.5489,0
170,131.93,-78.215,0.044144,-1.5372,0
171,131.93,-78.215,0.048234,-1.5266,0
172,131.93,-78.215,0.052406,-1.5169,0
173,131.93,-78.215,0.056636,-1.5081,0
174,131.93,-78.215,0.060902,-1.4999,0
175,131.93,-78.215,0.065177,-1.4924,0
176,131.93,-78.215,0.069434,-1.4854,0
177,131.93,-78.215,0.07364,-1.4789,0
178,131.93,-78.215,0.077766,-1.4728,0
179,131.93,-78.215,0.081777,-1.467,0
180,131.93,-78.215,0.085641,-1.4616,0
181,131.93,-78.215,0.089324,-1.4565,0
182,131.93,-78.215,0.09279,-1.4516,0
183,131.93,-78.215,0.096004,-1.4469,0
184,131.93,-78.215,0.09893,-1.4424,0
185,131.93,-78.215,0.10153,-1.4381,0
186,131.93,-78.215,0.10377,-1.4338,0
187,131.93,-78.215,0.10561,-1.4297,0
188,131.93,-78.215,0.10703,-1.4256,0
189,131.93,-78.215,0.10798,-1.4215,0
190,131.93,-78.215,0.10844,-1.4174,0
191,131.93,-78.215,0.10837,-1.4133,0
192,131.93,-78.215,0.10776,-1.4091,0
193,131.93,-78.215,0.10657,-1.4048,0
194,131.93,-78.215,0.10479,-1.4003,0
195,131.93,-78.215,0.10241,-1.3956,0
196,131.93,-78.215,0.099394,-1.3906,0
197,131.93,-78.215,0.095748,-1.3851,0
198,131.93,-78.215,0.091464,-1.3791,0
199,131.93,-78.215,0.086542,-1.3724,0
200,131.93,-78.215,0.080988,-1.3647,0
201,131.93,-78.215,0.074813,-1.3558,0
202,131.93,-78.215,0.068031,-1.3451,0
203,131.93,-78.215,0.060668,-1.3317,0
204,131.93,-78.215,0.052757,-1.3142,0
205,131.93,-78.215,0.04434,-1.29,0
206,131.93,-78.215,0.035475,-1.2537,0
207,131.93,-78.215,0.026253,-1.1915,0
208,131.93,-78.215,0.016867,-1.0585,0
209,131.93,-78.215,0.0081989,-0.61275,0
210,131.93,-78.215,0.0074645,0.82868,0
211,131.93,-78.215,0.016208,1.3665,1
212,131.93,-78.215,0.026349,1.5159,1
213,131.93,-78.215,0.036727,1.5837,0
214,131.93,-78.215,0.047081,1.6231,0
215,131.93,-78.215,0.05726,1.6496,0
216,131.93,-78.215,0.067134,1.6692,0
217,131.93,-78.215,0.076577,1.6848,0
218,131.93,-78.215,0.085462,1.698,0
219,131.93,-78.215,0.093658,1.7098,0
220,131.93,-78.215,0.10103,1.7208,0
221,131.93,-78.215,0.10744,1.7315,1
222,131.93,-78.215,0.11274,1.7423,0
223,131.93,-78.215,0.1168,1.7534,0
224,131.93,-78.215,0.11946,1.7654,0
225,131.93,-78.215,0.12059,1.7788,0
226,131.93,-78.215,0.12003,1.794,0
227,131.93,-78.215,0.11765,1.8119,0
228,131.93,-78.215,0.1133,1.8338,0
229,131.93,-78.215,0.10688,1.8615,0
230,131.93,-78.215,0.098281,1.8982,0
231,131.93,-78.215,0.087454,1.9498,0
232,131.93,-78.215,0.07446,2.0279,0
233,131.93,-78.215,0.059652,2.1592,0
234,131.93,-78.215,0.044334,2.4126,0
235,131.93,-78.215,0.033343,2.948,0
236,131.93,-78.215,0.037702,-2.5871,0
237,131.93,-78.215,0.058333,-2.132,0
238,131.93,-78.215,0.087484,-1.9169,0
239,131.93,-78.215,0.12193,-1.802,0
240,131.93,-78.215,0.16073,-1.7321,0
241,131.93,-78.215,0.20358,-1.6854,0
242,131.93,-78.215,0.25041,-1.652,0
243,131.93,-78.215,0.30117,-1.627,0
244,131.93,-78.215,0.35588,-1.6076,0
245,131.93,-78.216,0.41455,-1.5921,0
246,131.93,-78.217,0.47717,-1.5794,0
247,131.93,-78.217,0.54376,-1.5687,0
248,131.93,-78.218,0.61429,-1.5597,0
249,131.93,-78.219,0.68875,-1.552,0
250,131.93,-78.22,0.76711,-1.5453,0
251,131.93,-78.22,0.84931,-1.5393,0
252,131.93,-78.221,0.93529,-1.5341,1
253,131.93,-78.222,1.025,-1.5294,0
254,131.93,-78.222,1.1183,-1.5253,0
255,131.93,-78.224,1.2152,-1.5215,0
256,131.93,-78.225,1.3154,-1.518,0
257,131.93,-78.226,1.419,-1.5149,0
258,131.93,-78.228,1.5257,-1.512,0
259,131.93,-78.229,1.6354,-1.5094,0
260,131.93,-78.23,1.7479,-1.5069,0
261,131.93,-78.232,1.8631,-1.5047,0
262,131.93,-78.234,1.9808,-1.5026,0
263,131.93,-78.236,2.1008,-1.5006,0
264,131.93,-78.239,2.2229,-1.4987,0
265,131.93,-78.241,2.3468,-1.497,0
266,131.93,-78.243,2.4724,-1.4954,0
267,131.93,-78.245,2.5995,-1.4939,0
268,131.93,-78.247,2.7277,-1.4924,0
269,131.93,-78.249,2.857,-1.4911,0
270,131.93,-78.252,2.987,-1.4898,0
271,131.93,-78.254,3.1175,-1.4886,0
272,131.93,-78.256,3.2483,-1.4874,0
273,131.93,-78.258,3.3791,-1.4863,0
274,131.93,-78.26,3.5097,-1.4853,0
275,131.93,-78.263,3.6399,-1.4842,0
276,131.93,-78.266,3.7694,-1.4833,0
277,131.93,-78.27,3.8981,-1.4824,0
278,131.93,-78.274,4.0256,-1.4815,0
279,131.93,-78.278,4.1518,-1.4806,1
280,131.94,-78.283,4.2764,-1.4798,0
281,131.94,-78.288,4.3992,-1.479,0
282,131.94,-78.294,4.5202,-1.4783,0
283,131.94,-78.299,4.639,-1.4776,0
284,131.94,-78.305,4.7554,-1.4769,0
285,131.94,-78.31,4.8694,-1.4762,0
286,131.94,-78.316,4.9808,-1.4755,0
287,131.94,-78.321,5.0894,-1.4749,0
288,131.94,-78.327,5.1951,-1.4743,0
289,131.94,-78.335,5.2978,-1.4737,0
290,131.94,-78.343,5.3974,-1.4732,0
291,131.94,-78.351,5.4937,-1.4726,0
292,131.94,-78.359,5.5868,-1.4721,0
293,131.94,-78.366,5.6765,-1.4716,0
294,131.94,-78.374,5.7628,-1.4711,0
295,131.94,-78.381,5.8457,-1.4706,0
296,131.94,-78.386,5.9251,-1.4702,0
297,131.94,-78.391,6.001,-1.4697,0
298,131.94,-78.396,6.0734,-1.4693,0
299,131.94,-78.4,6.1425,-1.4689,0
300,131.94,-78.405,6.208,-1.4685,0
301,131.94,-78.41,6.2703,-1.4681,0
302,131.94,-78.414,6.3291,-1.4677,0
303,131.94,-78.419,6.3848,-1.4674,0
304,131.94,-78.424,6.4372,-1.4671,0
305,131.94,-78.429,6.4865,-1.4668,0
306,131.94,-78.433,6.5328,-1.4665,0
307,131.94,-78.438,6.5762,-1.4662,0
308,131.94,-78.443,6.6168,-1.466,0
309,131.95,-78.447,6.6547,-1.4657,0
310,131.95,-78.453,6.6901,-1.4655,0
311,131.95,-78.46,6.723,-1.4654,0
312,131.95,-78.468,6.7536,-1.4652,0
313,131.95,-78.476,6.782,-1.4651,0
314,131.95,-78.484,6.8084,-1.4649,0
315,131.96,-78.492,6.8329,-1.4649,0
316,131.96,-78.499,6.8556,-1.4648,0
317,131.96,-78.507,6.8767,-1.4648,0
318,131.96,-78.515,6.8964,-1.4648,0
319,131.96,-78.523,6.9147,-1.4648,0
320,131.96,-78.53,6.9318,-1.4648,0
321,131.96,-78.538,6.9479,-1.4649,0
322,131.96,-78.545,6.9631,-1.465,0
323,131.97,-78.552,6.9775,-1.4652,0
324,131.97,-78.56,6.9913,-1.4653,0
325,131.97,-78.567,7.0045,-1.4655,0
326,131.97,-78.575,7.0173,-1.4658,0
327,131.97,-78.582,7.0298,-1.466,0
328,131.97,-78.589,7.0421,-1.4663,0
329,131.97,-78.597,7.0543,-1.4666,0
330,131.97,-78.604,7.0665,-1.467,0
331,131.97,-78.611,7.0787,-1.4673,0
332,131.97,-78.617,7.0911,-1.4677,0
333,131.97,-78.623,7.1037,-1.4682,0
334,131.97,-78.63,7.1166,-1.4686,0
335,131.97,-78.636,7.1298,-1.4691,0
336,131.97,-78.642,7.1434,-1.4696,0
337,131.97,-78.648,7.1574,-1.4701,1
338,131.97,-78.654,7.1718,-1.4707,0
339,131.97,-78.66,7.1866,-1.4713,0
340,131.97,-78.667,7.2019,-1.4719,0
341,131.97,-78.673,7.2176,-1.4725,0
342,131.97,-78.679,7.2338,-1.4731,0
343,131.97,-78.685,7.2504,-1.4737,0
344,131.97,-78.691,7.2674,-1.4744,0
345,131.97,-78.698,7.2848,-1.475,0
346,131.97,-78.708,7.3026,-1.4757,0
347,131.97,-78.717,7.3206,-1.4763,0
348,131.97,-78.727,7.3389,-1.477,0
349,131.98,-78.737,7.3573,-1.4777,0
350,131.98,-78.745,7.3759,-1.4784,0
351,131.98,-78.752,7.3945,-1.4791,0
352,131.98,-78.76,7.4131,-1.4798,0
353,131.98,-78.768,7.4316,-1.4804,0
354,131.98,-78.776,7.45,-1.4811,0
355,131.98,-78.784,7.4681,-1.4818,0
356,131.98,-78.792,7.4859,-1.4825,0
357,131.99,-78.8,7.5033,-1.4831,0
358,131.99,-78.808,7.5202,-1.4838,0
359,131.99,-78.816,7.5365,-1.4845,0
360,131.99,-78.824,7.5522,-1.4851,0
361,131.99,-78.83,7.567,-1.4858,0
362,131.99,-78.836,7.5811,-1.4864,0
363,131.99,-78.842,7.5942,-1.487,0
364,131.99,-78.849,7.6063,-1.4876,0
365,131.99,-78.855,7.6172,-1.4883,0
366,131.99,-78.861,7.627,-1.4889,0
367,132,-78.868,7.6355,-1.4895,0
368,132,-78.874,7.6427,-1.4901,0
369,132,-78.88,7.6484,-1.4907,0
370,132,-78.887,7.6526,-1.4913,0
371,132,-78.893,7.6553,-1.4919,0
372,132,-78.899,7.6563,-1.4925,0
373,132,-78.906,7.6556,-1.4931,0
374,132,-78.912,7.6532,-1.4937,0
375,132,-78.919,7.649,-1.4943,0
376,132,-78.93,7.6429,-1.4949,0
377,132,-78.942,7.6349,-1.4955,0
378,132,-78.953,7.6249,-1.4962,0
379,132,-78.965,7.6129,-1.4968,0
380,132,-78.974,7.599,-1.4975,0
381,132,-78.983,7.583,-1.4982,0
382,132,-78.991,7.5649,-1.4989,0
383,132,-79,7.5448,-1.4997,1
384,132,-79.009,7.5226,-1.5004,0
385,132,-79.018,7.4983,-1.5012,0
386,132,-79.027,7.4719,-1.502,0
387,132,-79.036,7.4435,-1.5029,0
388,132,-79.045,7.4131,-1.5038,0
389,132,-79.053,7.3806,-1.5047,0
390,132,-79.056,7.3462,-1.5056,0
391,132,-79.06,7.3098,-1.5066,0
392,132,-79.064,7.2715,-1.5076,1
393,132,-79.067,7.2313,-1.5087,0
394,132,-79.071,7.1893,-1.5098,0
395,132,-79.074,7.1455,-1.511,0
396,132,-79.078,7.1,-1.5122,0
397,132,-79.082,7.0529,-1.5134,0
398,132,-79.085,7.0042,-1.5146,0
399,132,-79.089,6.9539,-1.516,0
400,132.01,-79.094,6.9023,-1.5173,0
401,132.01,-79.104,6.8492,-1.5187,0
402,132.01,-79.114,6.7949,-1.5201,0
403,132.01,-79.124,6.7394,-1.5216,0
404,132.01,-79.134,6.6827,-1.523,0
405,132.02,-79.144,6.625,-1.5245,0
406,132.02,-79.155,6.5664,-1.5261,0
407,132.02,-79.164,6.507,-1.5276,0
408,132.02,-79.171,6.4469,-1.5292,0
409,132.02,-79.177,6.3861,-1.5307,0
410,132.02,-79.184,6.3249,-1.5323,0
411,132.02,-79.19,6.2632,-1.5339,0
412,132.02,-79.197,6.2013,-1.5354,0
413,132.02,-79.204,6.1392,-1.537,0
414,132.02,-79.21,6.077,-1.5385,0
415,132.02,-79.217,6.0148,-1.54,0
416,132.02,-79.223,5.9529,-1.5414,0
417,132.02,-79.23,5.8912,-1.5428,0
418,132.02,-79.236,5.8299,-1.5441,0
419,132.02,-79.243,5.7692,-1.5454,0
420,132.02,-79.247,5.709,-1.5466,0
421,132.02,-79.251,5.6497,-1.5477,0
422,132.02,-79.255,5.5911,-1.5487,0
423,132.02,-79.259,5.5336,-1.5496,0
424,132.02,-79.264,5.4771,-1.5504,0
425,132.02,-79.268,5.4219,-1.5511,0
426,132.02,-79.272,5.3679,-1.5516,0
427,132.02,-79.276,5.3154,-1.552,0
428,132.02,-79.28,5.2643,-1.5523,0
429,132.02,-79.284,5.2149,-1.5524,0
430,132.02,-79.289,5.1672,-1.5523,0
431,132.02,-79.293,5.1212,-1.5521,0
432,132.02,-79.297,5.0772,-1.5517,0
433,132.02,-79.301,5.0351,-1.5511,0
434,132.02,-79.306,4.9951,-1.5504,0
435,132.02,-79.314,4.9572,-1.5494,0
436,132.02,-79.321,4.9216,-1.5483,0
437,132.02,-79.329,4.8881,-1.547,0
438,132.02,-79.336,4.857,-1.5456,0
439,132.02,-79.34,4.8283,-1.5439,0
440,132.02,-79.343,4.802,-1.5421,0
441,132.02,-79.347,4.7782,-1.5401,1
442,132.02,-79.35,4.7569,-1.538,0
443,132.02,-79.354,4.7381,-1.5357,0
444,132.02,-79.357,4.7219,-1.5333,0
445,132.02,-79.36,4.7082,-1.5307,0
446,132.02,-79.364,4.6971,-1.528,0
447,132.02,-79.367,4.6887,-1.5252,0
448,132.02,-79.372,4.6827,-1.5224,0
449,132.02,-79.378,4.6794,-1.5194,0
450,132.02,-79.383,4.6786,-1.5164,0
451,132.02,-79.389,4.6803,-1.5133,0
452,132.02,-79.395,4.6844,-1.5102,0
453,132.02,-79.4,4.691,-1.507,0
454,132.02,-79.406,4.7,-1.5038,0
455,132.02,-79.411,4.7112,-1.5007,0
456,132.02,-79.417,4.7248,-1.4975,0
457,132.02,-79.423,4.7405,-1.4943,0
458,132.02,-79.428,4.7583,-1.4912,0
459,132.02,-79.434,4.7782,-1.4881,0
460,132.02,-79.439,4.8,-1.485,0
461,132.02,-79.445,4.8237,-1.482,0
462,132.02,-79.45,4.8492,-1.4791,0
463,132.02,-79.456,4.8764,-1.4762,0
464,132.03,-79.462,4.9052,-1.4733,0
465,132.03,-79.468,4.9355,-1.4706,0
466,132.03,-79.473,4.9671,-1.4678,0
467,132.03,-79.479,5.0001,-1.4652,0
468,132.03,-79.482,5.0343,-1.4626,0
469,132.03,-79.486,5.0696,-1.4601,0
470,132.03,-79.49,5.106,-1.4576,0
471,132.03,-79.493,5.1432,-1.4552,0
472,132.03,-79.497,5.1813,-1.4528,0
473,132.03,-79.5,5.2202,-1.4505,0
474,132.03,-79.504,5.2597,-1.4482,0
475,132.03,-79.507,5.2998,-1.4459,0
476,132.03,-79.511,5.3404,-1.4437,0
477,132.03,-79.516,5.3814,-1.4415,0
478,132.03,-79.521,5.4228,-1.4393,0
479,132.03,-79.526,5.4645,-1.4371,0
480,132.03,-79.531,5.5064,-1.4349,0
481,132.04,-79.537,5.5484,-1.4328,0
482,132.04,-79.542,5.5906,-1.4306,0
483,132.04,-79.547,5.6328,-1.4284,0
484,132.04,-79.552,5.675,-1.4262,0
485,132.04,-79.557,5.7172,-1.424,0
486,132.04,-79.562,5.7594,-1.4218,0
487,132.04,-79.567,5.8014,-1.4196,0
488,132.04,-79.572,5.8434,-1.4173,0
489,132.04,-79.577,5.8851,-1.415,0
490,132.04,-79.582,5.9267,-1.4127,0
491,132.04,-79.588,5.9681,-1.4104,0
492,132.04,-79.593,6.0093,-1.408,0
493,132.04,-79.598,6.0503,-1.4056,0
494,132.04,-79.608,6.091,-1.4032,0
495,132.04,-79.617,6.1315,-1.4008,0
496,132.05,-79.627,6.1716,-1.3984,0
497,132.05,-79.637,6.2115,-1.3959,0
498,132.05,-79.644,6.2511,-1.3935,0
499,132.05,-79.651,6.2903,-1.391,0
500,132.05,-79.658,6.3292,-1.3886,0
501,132.05,-79.666,6.3678,-1.3862,0
502,132.05,-79.673,6.406,-1.3837,0
503,132.06,-79.68,6.4437,-1.3814,0
504,132.06,-79.688,6.481,-1.379,0
505,132.06,-79.695,6.5179,-1.3767,0
506,132.06,-79.702,6.5543,-1.3745,0
507,132.06,-79.709,6.5901,-1.3723,0
508,132.06,-79.714,6.6253,-1.3702,0
509,132.06,-79.719,6.66,-1.3681,0
510,132.06,-79.725,6.6939,-1.3661,0
511,132.06,-79.73,6.7272,-1.3643,0
512,132.07,-79.735,6.7597,-1.3625,0
513,132.07,-79.74,6.7913,-1.3608,0
514,132.07,-79.746,6.8221,-1.3592,0
515,132.07,-79.751,6.8518,-1.3577,0
516,132.07,-79.756,6.8806,-1.3564,0
517,132.07,-79.761,6.9082,-1.3552,0
518,132.07,-79.767,6.9348,-1.3541,0
519,132.07,-79.772,6.96,-1.3531,0
520,132.07,-79.777,6.984,-1.3523,0
521,132.08,-79.782,7.0066,-1.3517,0
522,132.08,-79.788,7.0278,-1.3511,0
523,132.08,-79.798,7.0475,-1.3507,0
524,132.09,-79.807,7.0657,-1.3505,0
525,132.09,-79.817,7.0823,-1.3504,0
526,132.09,-79.826,7.0972,-1.3505,0
527,132.09,-79.831,7.1104,-1.3507,0
528,132.09,-79.837,7.122,-1.351,0
529,132.09,-79.842,7.1318,-1.3515,0
530,132.1,-79.848,7.1398,-1.3521,0
531,132.1,-79.853,7.1461,-1.3529,0
532,132.1,-79.858,7.1506,-1.3538,0
533,132.1,-79.864,7.1534,-1.3548,1
534,132.1,-79.869,7.1545,-1.356,0
535,132.1,-79.875,7.1539,-1.3572,0
536,132.1,-79.882,7.1516,-1.3586,0
537,132.11,-79.888,7.1478,-1.3601,0
538,132.11,-79.895,7.1425,-1.3616,0
539,132.11,-79.901,7.1357,-1.3633,0
540,132.11,-79.908,7.1276,-1.3651,0
541,132.11,-79.915,7.1183,-1.3669,1
542,132.11,-79.921,7.1078,-1.3688,0
543,132.11,-79.928,7.0964,-1.3707,0
544,132.11,-79.934,7.0841,-1.3728,0
545,132.12,-79.941,7.0711,-1.3748,0
546,132.12,-79.947,7.0575,-1.3769,0
547,132.12,-79.955,7.0436,-1.379,0
548,132.12,-79.966,7.0295,-1.3811,0
549,132.12,-79.978,7.0153,-1.3832,0
550,132.13,-79.989,7.0013,-1.3853,0
551,132.13,-80,6.9876,-1.3874,0
552,132.13,-80.012,6.9744,-1.3895,0
553,132.13,-80.023,6.962,-1.3915,0
554,132.13,-80.033,6.9506,-1.3935,0
555,132.13,-80.04,6.9402,-1.3954,1
556,132.13,-80.046,6.9312,-1.3973,0
557,132.14,-80.053,6.9237,-1.3991,0
558,132.14,-80.06,6.9179,-1.4008,0
559,132.14,-80.066,6.9141,-1.4024,0
560,132.14,-80.073,6.9123,-1.4039,0
561,132.14,-80.079,6.9127,-1.4054,0
562,132.14,-80.086,6.9155,-1.4067,0
563,132.14,-80.092,6.9209,-1.4079,0
564,132.14,-80.099,6.9289,-1.409,0
565,132.14,-80.106,6.9397,-1.41,0
566,132.14,-80.112,6.9533,-1.4109,0
567,132.14,-80.116,6.9699,-1.4117,0
568,132.14,-80.119,6.9896,-1.4124,0
569,132.14,-80.123,7.0123,-1.4129,0
570,132.14,-80.127,7.0381,-1.4134,0
571,132.14,-80.131,7.0671,-1.4137,0
572,132.14,-80.135,7.0991,-1.414,0
573,132.14,-80.139,7.1343,-1.4142,0
574,132.14,-80.143,7.1724,-1.4142,0
575,132.15,-80.147,7.2134,-1.4142,0
576,132.15,-80.152,7.2574,-1.4142,0
577,132.15,-80.163,7.304,-1.414,0
578,132.15,-80.174,7.3532,-1.4138,0
579,132.15,-80.185,7.4048,-1.4136,0
580,132.15,-80.196,7.4586,-1.4133,0
581,132.16,-80.206,7.5145,-1.413,0
582,132.16,-80.217,7.5723,-1.4127,0
583,132.16,-80.228,7.6316,-1.4124,0
584,132.16,-80.238,7.6923,-1.412,0
585,132.16,-80.243,7.7541,-1.4117,0
586,132.16,-80.247,7.8167,-1.4113,0
587,132.16,-80.252,7.8799,-1.411,0
588,132.17,-80.257,7.9434,-1.4107,0
589,132.17,-80.262,8.0068,-1.4104,0
590,132.17,-80.266,8.07,-1.4101,0
