T,X,Y,V,phi,spikes
3563,135.52,-87.924,0.2206,0.35099,0
3564,135.52,-87.924,0.21257,0.34737,0
3565,135.52,-87.924,0.20462,0.34202,0
3566,135.52,-87.924,0.19674,0.33486,0
3567,135.52,-87.924,0.18892,0.32581,0
3568,135.52,-87.924,0.18115,0.31479,0
3569,135.52,-87.924,0.17341,0.30169,0
3570,135.52,-87.924,0.16573,0.28638,0
3571,135.52,-87.924,0.15808,0.26872,0
3572,135.52,-87.924,0.15049,0.24855,0
3573,135.52,-87.924,0.14296,0.22566,0
3574,135.52,-87.924,0.13551,0.19986,0
3575,135.52,-87.924,0.12815,0.17087,0
3576,135.52,-87.924,0.12091,0.13841,0
3577,135.52,-87.924,0.11382,0.10218,0
3578,135.52,-87.924,0.1069,0.061814,0
3579,135.52,-87.924,0.10019,0.016956,0
3580,135.52,-87.924,0.09373,-0.032775,0
3581,135.52,-87.924,0.087554,-0.087715,0
3582,135.52,-87.924,0.081709,-0.14811,0
3583,135.52,-87.924,0.076236,-0.21406,0
3584,135.52,-87.924,0.071165,-0.28538,0
3585,135.52,-87.924,0.066519,-0.36159,0
3586,135.52,-87.924,0.062305,-0.44185,0
3587,135.52,-87.924,0.058509,-0.52485,0
3588,135.52,-87.924,0.055095,-0.60887,1
3589,135.52,-87.924,0.051998,-0.6918,0
3590,135.52,-87.924,0.049131,-0.7713,0
3591,135.52,-87.924,0.04638,-0.84495,0
3592,135.52,-87.924,0.04362,-0.91015,0
3593,135.52,-87.924,0.040725,-0.96409,0
3594,135.52,-87.924,0.03757,-1.0032,0
3595,135.52,-87.924,0.034046,-1.0222,0
3596,135.52,-87.924,0.030087,-1.0123,0
3597,135.52,-87.924,0.025717,-0.95643,0
3598,135.52,-87.924,0.021182,-0.82007,0
3599,135.52,-87.924,0.017326,-0.53785,0
3600,135.52,-87.924,0.01621,-0.068944,0
3601,135.52,-87.924,0.019989,0.40362,0
3602,135.52,-87.924,0.028154,0.69776,0
3603,135.52,-87.924,0.039313,0.85486,0
3604,135.52,-87.924,0.052785,0.94011,0
3605,135.52,-87.924,0.068339,0.98807,0
3606,135.52,-87.924,0.085928,1.0155,1
3607,135.52,-87.924,0.10558,1.031,0
3608,135.52,-87.924,0.12734,1.0392,0
3609,135.52,-87.924,0.1513,1.0428,0
3610,135.52,-87.924,0.17753,1.0434,0
3611,135.52,-87.924,0.20611,1.0422,0
3612,135.52,-87.924,0.23712,1.0397,0
3613,135.52,-87.924,0.27067,1.0364,0
3614,135.52,-87.924,0.30682,1.0327,0
3615,135.52,-87.924,0.34567,1.0287,0
3616,135.52,-87.924,0.38729,1.0246,0
3617,135.52,-87.924,0.43177,1.0205,0
3618,135.52,-87.924,0.47918,1.0164,0
3619,135.52,-87.924,0.52961,1.0125,0
3620,135.52,-87.924,0.58312,1.0086,0
3621,135.52,-87.924,0.63979,1.005,0
3622,135.52,-87.924,0.69969,1.0015,0
3623,135.52,-87.923,0.76289,0.99822,0
3624,135.52,-87.922,0.82944,0.99511,0
3625,135.52,-87.922,0.89941,0.99218,0
3626,135.52,-87.921,0.97286,0.98943,0
3627,135.52,-87.92,1.0498,0.98686,0
3628,135.52,-87.92,1.1304,0.98445,0
3629,135.52,-87.919,1.2146,0.9822,0
3630,135.52,-87.918,1.3024,0.98011,0
3631,135.52,-87.918,1.394,0.97817,0
3632,135.52,-87.917,1.4893,0.97636,0
3633,135.53,-87.916,1.5883,0.97469,0
3634,135.53,-87.915,1.6911,0.97314,0
3635,135.53,-87.912,1.7977,0.97171,0
3636,135.53,-87.909,1.9081,0.9704,0
3637,135.53,-87.905,2.0222,0.96918,0
3638,135.54,-87.902,2.1402,0.96806,0
3639,135.54,-87.899,2.2619,0.96704,0
3640,135.54,-87.896,2.3873,0.96609,0
3641,135.54,-87.892,2.5165,0.96522,0
3642,135.55,-87.889,2.6494,0.96442,0
3643,135.55,-87.886,2.7859,0.96369,0
3644,135.55,-87.882,2.926,0.96301,0
3645,135.55,-87.879,3.0697,0.96239,0
3646,135.55,-87.876,3.2168,0.96182,0
3647,135.56,-87.874,3.3674,0.96128,0
3648,135.56,-87.873,3.5212,0.96079,0
3649,135.56,-87.871,3.6784,0.96034,0
3650,135.56,-87.87,3.8387,0.95991,0
3651,135.56,-87.868,4.002,0.95951,0
3652,135.56,-87.867,4.1683,0.95913,0
3653,135.56,-87.865,4.3375,0.95877,0
3654,135.57,-87.863,4.5093,0.95842,0
3655,135.57,-87.862,4.6838,0.95808,0
3656,135.57,-87.859,4.8607,0.95776,0
3657,135.58,-87.852,5.0399,0.95743,0
3658,135.58,-87.845,5.2213,0.95711,0
3659,135.58,-87.838,5.4047,0.95679,0
3660,135.59,-87.831,5.59,0.95646,0
3661,135.59,-87.825,5.777,0.95613,0
3662,135.59,-87.818,5.9655,0.95579,0
3663,135.6,-87.811,6.1555,0.95544,0
3664,135.6,-87.804,6.3467,0.95508,0
3665,135.6,-87.801,6.539,0.9547,0
3666,135.61,-87.798,6.7322,0.95431,0
3667,135.61,-87.795,6.9262,0.9539,0
3668,135.61,-87.792,7.1207,0.95348,0
3669,135.61,-87.789,7.3157,0.95304,0
3670,135.62,-87.786,7.5109,0.95257,0
3671,135.62,-87.782,7.7063,0.95209,0
3672,135.62,-87.779,7.9016,0.95158,0
3673,135.63,-87.776,8.0966,0.95105,0
3674,135.63,-87.772,8.2914,0.95049,0
3675,135.64,-87.763,8.4856,0.94991,0
3676,135.64,-87.755,8.6791,0.94931,1
3677,135.65,-87.746,8.8718,0.94867,0
3678,135.65,-87.737,9.0636,0.94802,0
3679,135.66,-87.729,9.2543,0.94733,0
3680,135.66,-87.72,9.4437,0.94663,0
3681,135.67,-87.712,9.6318,0.94589,0
3682,135.67,-87.703,9.8184,0.94513,0
3683,135.68,-87.694,10.003,0.94435,0
3684,135.69,-87.686,10.187,0.94354,0
3685,135.7,-87.676,10.368,0.94271,0
3686,135.71,-87.663,10.547,0.94186,0
3687,135.72,-87.649,10.725,0.94099,0
3688,135.73,-87.635,10.9,0.94009,0
3689,135.74,-87.621,11.072,0.93918,0
3690,135.75,-87.607,11.243,0.93825,0
3691,135.76,-87.594,11.41,0.9373,0
3692,135.77,-87.58,11.576,0.93634,0
3693,135.77,-87.567,11.738,0.93536,0
3694,135.78,-87.562,11.897,0.93437,0
3695,135.78,-87.556,12.054,0.93337,0
3696,135.79,-87.551,12.207,0.93236,0
3697,135.79,-87.545,12.357,0.93134,0
3698,135.79,-87.54,12.504,0.93031,0
3699,135.8,-87.534,12.647,0.92929,0
3700,135.8,-87.529,12.787,0.92826,0
3701,135.81,-87.523,12.923,0.92723,0
3702,135.81,-87.517,13.055,0.9262,0
3703,135.82,-87.511,13.183,0.92517,0
3704,135.83,-87.501,13.307,0.92415,0
3705,135.84,-87.49,13.427,0.92314,0
3706,135.84,-87.479,13.542,0.92214,0
3707,135.85,-87.469,13.652,0.92115,0
3708,135.86,-87.458,13.758,0.92016,0
3709,135.86,-87.448,13.858,0.9192,0
3710,135.87,-87.437,13.954,0.91825,0
3711,135.88,-87.427,14.044,0.91731,0
3712,135.89,-87.416,14.128,0.91639,0
3713,135.89,-87.406,14.207,0.91549,0
3714,135.91,-87.395,14.28,0.91462,0
3715,135.92,-87.383,14.346,0.91376,0
3716,135.94,-87.364,14.407,0.91293,0
3717,135.96,-87.345,14.461,0.91211,0
3718,135.97,-87.325,14.509,0.91133,0
3719,135.99,-87.306,14.55,0.91056,0
3720,136.01,-87.287,14.584,0.90982,0
3721,136.01,-87.268,14.611,0.9091,0
3722,136.01,-87.251,14.631,0.90841,1
3723,136.02,-87.245,14.644,0.90773,0
3724,136.02,-87.238,14.649,0.90708,0
3725,136.03,-87.232,14.647,0.90645,0
3726,136.03,-87.226,14.638,0.90584,0
3727,136.04,-87.219,14.621,0.90525,0
3728,136.04,-87.213,14.597,0.90468,0
3729,136.04,-87.207,14.565,0.90413,0
3730,136.05,-87.2,14.526,0.90359,0
3731,136.06,-87.194,14.479,0.90306,0
3732,136.07,-87.187,14.425,0.90254,0
3733,136.07,-87.176,14.364,0.90203,0
3734,136.08,-87.166,14.296,0.90152,0
3735,136.09,-87.155,14.221,0.90102,0
3736,136.1,-87.144,14.139,0.90051,1
3737,136.11,-87.134,14.051,0.9,0
3738,136.12,-87.123,13.956,0.89948,0
3739,136.12,-87.113,13.856,0.89895,0
3740,136.13,-87.102,13.75,0.8984,0
3741,136.14,-87.092,13.638,0.89783,0
3742,136.15,-87.081,13.521,0.89724,0
3743,136.16,-87.071,13.4,0.89661,1
3744,136.17,-87.06,13.275,0.89595,0
3745,136.19,-87.046,13.146,0.89524,0
3746,136.2,-87.032,13.013,0.89449,0
3747,136.21,-87.018,12.878,0.89369,1
3748,136.22,-87.005,12.741,0.89283,0
3749,136.23,-86.991,12.601,0.89191,0
3750,136.25,-86.977,12.461,0.89092,0
3751,136.25,-86.964,12.32,0.88985,0
3752,136.26,-86.951,12.179,0.88871,0
3753,136.27,-86.941,12.038,0.88748,1
3754,136.28,-86.932,11.898,0.88615,0
3755,136.28,-86.923,11.76,0.88474,0
3756,136.29,-86.914,11.624,0.88322,0
3757,136.3,-86.904,11.491,0.8816,0
3758,136.3,-86.895,11.361,0.87987,0
3759,136.31,-86.886,11.235,0.87803,0
3760,136.32,-86.877,11.113,0.87609,0
3761,136.33,-86.867,10.996,0.87403,0
3762,136.33,-86.858,10.885,0.87186,0
3763,136.34,-86.849,10.779,0.86957,0
3764,136.34,-86.84,10.68,0.86718,0
3765,136.35,-86.833,10.588,0.86469,0
3766,136.36,-86.827,10.503,0.86209,0
3767,136.36,-86.82,10.425,0.8594,0
3768,136.37,-86.813,10.355,0.85663,0
3769,136.37,-86.806,10.294,0.85377,0
3770,136.38,-86.8,10.24,0.85085,0
3771,136.39,-86.793,10.195,0.84786,0
3772,136.39,-86.786,10.159,0.84483,0
3773,136.4,-86.779,10.132,0.84176,0
3774,136.41,-86.773,10.113,0.83866,0
3775,136.41,-86.766,10.104,0.83555,0
3776,136.42,-86.759,10.103,0.83243,0
3777,136.43,-86.752,10.111,0.82933,1
3778,136.44,-86.745,10.127,0.82624,0
3779,136.45,-86.734,10.152,0.82318,1
3780,136.46,-86.723,10.185,0.82016,0
3781,136.46,-86.712,10.227,0.81719,0
3782,136.46,-86.701,10.275,0.81427,0
3783,136.46,-86.699,10.331,0.81141,0
3784,136.46,-86.699,10.394,0.8086,0
3785,136.46,-86.699,10.464,0.80587,0
3786,136.46,-86.699,10.54,0.8032,0
3787,136.46,-86.699,10.621,0.8006,0
3788,136.46,-86.699,10.707,0.79806,0
3789,136.46,-86.699,10.798,0.79558,0
3790,136.47,-86.699,10.893,0.79316,0
3791,136.48,-86.697,10.991,0.79079,0
3792,136.5,-86.685,11.092,0.78847,1
3793,136.51,-86.673,11.195,0.78619,0
3794,136.52,-86.661,11.3,0.78394,0
3795,136.53,-86.65,11.406,0.7817,0
3796,136.54,-86.638,11.512,0.77948,0
3797,136.55,-86.626,11.618,0.77725,0
3798,136.57,-86.614,11.723,0.77501,0
3799,136.58,-86.602,11.827,0.77275,0
3800,136.59,-86.59,11.929,0.77045,0
3801,136.6,-86.578,12.029,0.7681,0
3802,136.61,-86.566,12.126,0.7657,0
3803,136.63,-86.555,12.219,0.76322,0
3804,136.64,-86.543,12.308,0.76065,0
3805,136.65,-86.531,12.393,0.75798,0
3806,136.66,-86.519,12.473,0.7552,0
3807,136.68,-86.507,12.549,0.75229,0
3808,136.69,-86.496,12.618,0.74925,0
3809,136.7,-86.484,12.683,0.74605,0
3810,136.71,-86.472,12.741,0.74268,0
3811,136.72,-86.461,12.793,0.73913,1
3812,136.73,-86.454,12.839,0.73539,0
3813,136.73,-86.446,12.878,0.73144,0
3814,136.74,-86.439,12.911,0.72727,0
3815,136.75,-86.432,12.938,0.72287,0
3816,136.76,-86.425,12.958,0.71822,0
3817,136.77,-86.417,12.972,0.71331,0
3818,136.78,-86.41,12.98,0.70813,0
3819,136.78,-86.403,12.981,0.70268,0
3820,136.79,-86.396,12.977,0.69693,0
3821,136.8,-86.388,12.967,0.69087,0
3822,136.81,-86.381,12.952,0.68451,0
3823,136.82,-86.374,12.932,0.67782,0
3824,136.83,-86.369,12.907,0.67081,0
3825,136.83,-86.363,12.878,0.66346,0
3826,136.84,-86.357,12.845,0.65578,0
3827,136.85,-86.352,12.808,0.64775,0
3828,136.86,-86.346,12.769,0.63937,0
3829,136.87,-86.341,12.727,0.63066,0
3830,136.87,-86.335,12.683,0.62159,0
3831,136.88,-86.329,12.637,0.61219,0
3832,136.89,-86.324,12.59,0.60246,0
3833,136.9,-86.318,12.543,0.5924,0
3834,136.91,-86.312,12.495,0.58203,0
3835,136.91,-86.307,12.448,0.57136,0
3836,136.93,-86.301,12.402,0.56041,0
3837,136.94,-86.295,12.357,0.54919,0
3838,136.96,-86.285,12.314,0.53773,0
3839,136.97,-86.276,12.273,0.52605,0
3840,136.98,-86.266,12.234,0.51418,0
3841,137,-86.257,12.199,0.50215,0
3842,137.01,-86.251,12.166,0.48997,0
3843,137.02,-86.246,12.137,0.4777,0
3844,137.03,-86.241,12.112,0.46536,0
3845,137.05,-86.236,12.09,0.45298,0
3846,137.06,-86.231,12.073,0.4406,0
3847,137.07,-86.226,12.06,0.42825,0
3848,137.09,-86.221,12.051,0.41598,0
3849,137.1,-86.216,12.046,0.40381,0
3850,137.11,-86.211,12.046,0.39178,0
3851,137.12,-86.206,12.05,0.37992,0
3852,137.13,-86.201,12.059,0.36827,0
3853,137.13,-86.198,12.071,0.35684,0
3854,137.14,-86.195,12.087,0.34568,0
3855,137.15,-86.192,12.107,0.33479,0
3856,137.16,-86.188,12.131,0.32422,0
3857,137.16,-86.185,12.158,0.31397,0
3858,137.17,-86.182,12.188,0.30405,0
3859,137.18,-86.179,12.221,0.2945,0
3860,137.18,-86.176,12.256,0.28531,0
3861,137.2,-86.173,12.294,0.27649,0
3862,137.22,-86.169,12.333,0.26805,0
3863,137.24,-86.165,12.374,0.25999,1
3864,137.26,-86.161,12.416,0.25231,0
3865,137.27,-86.157,12.458,0.24502,0
3866,137.29,-86.153,12.501,0.23809,0
3867,137.31,-86.149,12.545,0.23154,0
3868,137.33,-86.145,12.588,0.22534,0
3869,137.33,-86.141,12.63,0.21949,0
3870,137.34,-86.138,12.672,0.21398,0
3871,137.35,-86.136,12.712,0.20879,0
3872,137.36,-86.135,12.751,0.20391,0
3873,137.37,-86.133,12.789,0.19933,0
3874,137.38,-86.132,12.824,0.19503,0
3875,137.39,-86.13,12.857,0.19099,0
3876,137.39,-86.129,12.887,0.1872,0
3877,137.4,-86.127,12.914,0.18364,0
3878,137.41,-86.125,12.939,0.18029,0
3879,137.43,-86.124,12.96,0.17714,0
3880,137.44,-86.122,12.977,0.17417,0
3881,137.46,-86.12,12.991,0.17136,0
3882,137.47,-86.118,13.001,0.1687,0
3883,137.49,-86.116,13.008,0.16616,0
3884,137.5,-86.114,13.009,0.16373,0
3885,137.52,-86.112,13.007,0.1614,0
3886,137.53,-86.11,13,0.15914,0
3887,137.55,-86.108,12.989,0.15695,0
3888,137.56,-86.106,12.973,0.15481,0
3889,137.58,-86.104,12.953,0.15269,0
3890,137.59,-86.102,12.928,0.15059,0
3891,137.61,-86.1,12.899,0.1485,0
3892,137.62,-86.098,12.864,0.14639,0
3893,137.64,-86.097,12.825,0.14426,0
3894,137.65,-86.095,12.782,0.14209,0
3895,137.67,-86.093,12.733,0.13987,0
3896,137.68,-86.09,12.681,0.13759,0
3897,137.69,-86.087,12.623,0.13523,0
3898,137.71,-86.083,12.562,0.13279,0
3899,137.72,-86.079,12.496,0.13025,0
3900,137.72,-86.075,12.426,0.12759,0
3901,137.73,-86.074,12.351,0.12482,0
3902,137.74,-86.073,12.273,0.12192,0
3903,137.75,-86.072,12.191,0.11888,0
3904,137.76,-86.072,12.106,0.11568,0
3905,137.76,-86.071,12.017,0.11233,0
3906,137.77,-86.07,11.924,0.10881,0
3907,137.78,-86.069,11.829,0.10511,0
3908,137.79,-86.068,11.731,0.10122,1
3909,137.8,-86.067,11.63,0.097139,0
3910,137.81,-86.066,11.527,0.092856,0
3911,137.82,-86.066,11.421,0.088364,0
3912,137.83,-86.065,11.314,0.083655,0
3913,137.84,-86.064,11.204,0.078723,0
3914,137.86,-86.064,11.094,0.073562,0
3915,137.87,-86.063,10.982,0.068166,0
3916,137.88,-86.062,10.869,0.062531,0
3917,137.89,-86.062,10.756,0.056652,0
3918,137.9,-86.061,10.642,0.050526,1
3919,137.91,-86.06,10.528,0.044149,0
3920,137.92,-86.06,10.415,0.03752,0
3921,137.94,-86.059,10.301,0.030639,0
3922,137.95,-86.059,10.189,0.023506,0
3923,137.97,-86.059,10.077,0.016123,0
3924,137.98,-86.059,9.967,0.0084918,0
3925,137.99,-86.059,9.8583,0.00061786,0
3926,138.01,-86.059,9.7514,-0.0074935,0
3927,138.02,-86.059,9.6465,-0.015835,0
3928,138.03,-86.059,9.5439,-0.024399,0
3929,138.04,-86.06,9.4438,-0.033174,0
3930,138.05,-86.061,9.3465,-0.042149,0
3931,138.06,-86.062,9.2521,-0.051309,0
3932,138.07,-86.064,9.1608,-0.06064,0
3933,138.08,-86.065,9.0727,-0.070123,0
3934,138.09,-86.067,8.9881,-0.079742,0
3935,138.09,-86.068,8.9071,-0.089475,0
3936,138.1,-86.07,8.8298,-0.0993,0
3937,138.11,-86.071,8.7562,-0.1092,0
3938,138.12,-86.072,8.6865,-0.11914,0
3939,138.13,-86.074,8.6207,-0.1291,0
3940,138.13,-86.075,8.5588,-0.13905,0
3941,138.13,-86.076,8.5008,-0.14898,0
3942,138.14,-86.077,8.4467,-0.15885,0
3943,138.14,-86.078,8.3965,-0.16863,0
3944,138.15,-86.078,8.3501,-0.1783,0
3945,138.15,-86.079,8.3074,-0.18783,0
3946,138.16,-86.08,8.2682,-0.19721,0
3947,138.16,-86.081,8.2325,-0.2064,0
3948,138.16,-86.082,8.2001,-0.21538,0
3949,138.18,-86.082,8.1709,-0.22414,0
3950,138.19,-86.083,8.1446,-0.23264,0
3951,138.2,-86.086,8.121,-0.24089,0
3952,138.21,-86.089,8.0999,-0.24885,0
3953,138.23,-86.092,8.0812,-0.25652,1
3954,138.24,-86.095,8.0645,-0.26389,0
3955,138.25,-86.098,8.0497,-0.27095,0
3956,138.26,-86.101,8.0364,-0.27769,0
3957,138.27,-86.104,8.0244,-0.2841,0
3958,138.27,-86.107,8.0136,-0.29018,0
3959,138.28,-86.109,8.0036,-0.29594,1
3960,138.28,-86.11,7.9942,-0.30138,0
3961,138.29,-86.112,7.9851,-0.30649,0
3962,138.29,-86.113,7.9762,-0.31128,0
3963,138.29,-86.115,7.9672,-0.31576,0
3964,138.3,-86.116,7.9578,-0.31993,0
3965,138.3,-86.118,7.9479,-0.32382,0
3966,138.31,-86.12,7.9373,-0.32741,0
3967,138.32,-86.121,7.9259,-0.33073,0
3968,138.32,-86.123,7.9133,-0.33379,0
3969,138.33,-86.127,7.8996,-0.33659,0
3970,138.34,-86.13,7.8845,-0.33916,0
3971,138.35,-86.134,7.868,-0.34151,0
3972,138.36,-86.137,7.85,-0.34364,0
3973,138.37,-86.141,7.8305,-0.34557,0
3974,138.38,-86.144,7.8093,-0.34733,0
3975,138.39,-86.148,7.7866,-0.34891,0
3976,138.4,-86.151,7.7623,-0.35034,0
3977,138.41,-86.155,7.7364,-0.35163,1
3978,138.41,-86.158,7.7091,-0.3528,1
3979,138.42,-86.16,7.6803,-0.35385,0
3980,138.43,-86.163,7.6503,-0.35481,0
3981,138.44,-86.166,7.6191,-0.35568,0
3982,138.45,-86.169,7.587,-0.35649,0
3983,138.45,-86.172,7.554,-0.35724,0
3984,138.46,-86.175,7.5205,-0.35794,0
3985,138.47,-86.178,7.4866,-0.35861,0
3986,138.48,-86.181,7.4525,-0.35926,0
3987,138.48,-86.183,7.4185,-0.3599,0
3988,138.49,-86.186,7.3849,-0.36055,0
3989,138.49,-86.188,7.3519,-0.36121,0
3990,138.5,-86.19,7.3199,-0.36189,0
3991,138.5,-86.191,7.2892,-0.3626,0
3992,138.51,-86.193,7.26,-0.36335,1
3993,138.51,-86.195,7.2326,-0.36414,0
3994,138.51,-86.197,7.2074,-0.36499,0
3995,138.52,-86.198,7.1846,-0.36589,0
3996,138.53,-86.2,7.1646,-0.36685,0
3997,138.54,-86.202,7.1477,-0.36788,0
3998,138.55,-86.206,7.134,-0.36896,0
3999,138.56,-86.209,7.124,-0.37011,0
4000,138.57,-86.213,7.1178,-0.37131,0
4001,138.58,-86.216,7.1156,-0.37258,0
4002,138.59,-86.22,7.1178,-0.37389,1
4003,138.59,-86.223,7.1244,-0.37525,0
4004,138.6,-86.227,7.1356,-0.37664,0
4005,138.61,-86.23,7.1516,-0.37807,0
4006,138.62,-86.234,7.1724,-0.37952,1
4007,138.63,-86.237,7.1982,-0.38098,0
4008,138.64,-86.241,7.2289,-0.38243,0
4009,138.64,-86.245,7.2645,-0.38388,0
4010,138.65,-86.248,7.3051,-0.3853,0
4011,138.66,-86.252,7.3505,-0.38669,0
4012,138.67,-86.255,7.4006,-0.38804,0
4013,138.67,-86.259,7.4552,-0.38933,0
4014,138.68,-86.262,7.5142,-0.39055,0
4015,138.69,-86.266,7.5773,-0.39169,0
4016,138.69,-86.27,7.6443,-0.39274,0
4017,138.7,-86.273,7.7148,-0.3937,0
4018,138.7,-86.274,7.7885,-0.39454,0
4019,138.71,-86.276,7.865,-0.39528,0
4020,138.71,-86.278,7.9439,-0.3959,0
4021,138.72,-86.279,8.0247,-0.39639,0
4022,138.72,-86.281,8.107,-0.39674,0
4023,138.72,-86.282,8.1903,-0.39696,0
4024,138.73,-86.284,8.2739,-0.39704,0
4025,138.73,-86.286,8.3575,-0.39698,0
4026,138.73,-86.287,8.4403,-0.39677,0
4027,138.73,-86.288,8.5219,-0.39641,0
4028,138.73,-86.288,8.6016,-0.39589,0
4029,138.73,-86.288,8.6788,-0.39522,0
4030,138.73,-86.288,8.753,-0.3944,0
4031,138.73,-86.288,8.8234,-0.39342,0
4032,138.73,-86.288,8.8896,-0.39228,0
4033,138.73,-86.288,8.9509,-0.39098,0
4034,138.73,-86.288,9.0068,-0.38951,0
4035,138.75,-86.288,9.0566,-0.38789,0
4036,138.77,-86.29,9.0998,-0.38609,0
4037,138.79,-86.299,9.1358,-0.38413,0
4038,138.81,-86.307,9.1642,-0.38199,0
4039,138.83,-86.316,9.1845,-0.37967,0
4040,138.85,-86.325,9.1962,-0.37718,0
4041,138.87,-86.333,9.199,-0.37449,0
4042,138.89,-86.342,9.1924,-0.37161,0
4043,138.91,-86.351,9.1763,-0.36854,0
4044,138.93,-86.36,9.1502,-0.36525,0
4045,138.94,-86.368,9.114,-0.36175,0
4046,138.94,-86.376,9.0675,-0.35801,0
4047,138.95,-86.377,9.0106,-0.35405,0
4048,138.95,-86.379,8.9433,-0.34983,0
4049,138.96,-86.38,8.8655,-0.34535,0
4050,138.97,-86.382,8.7771,-0.3406,0
4051,138.97,-86.383,8.6785,-0.33555,0
4052,138.98,-86.385,8.5696,-0.33019,0
4053,138.98,-86.387,8.4506,-0.3245,0
4054,138.99,-86.388,8.3219,-0.31846,0
4055,139,-86.39,8.1836,-0.31204,0
4056,139,-86.391,8.0362,-0.30522,1
4057,139.01,-86.393,7.8801,-0.29797,0
4058,139.02,-86.395,7.7156,-0.29025,0
4059,139.03,-86.396,7.5433,-0.28203,0
4060,139.03,-86.398,7.3638,-0.27328,0
4061,139.04,-86.4,7.1775,-0.26394,0
4062,139.05,-86.402,6.9852,-0.25397,0
4063,139.06,-86.403,6.7874,-0.24332,0
4064,139.06,-86.405,6.5849,-0.23193,0
4065,139.07,-86.407,6.3783,-0.21974,0
4066,139.07,-86.407,6.1684,-0.20668,0
4067,139.07,-86.407,5.956,-0.19268,0
4068,139.08,-86.407,5.7419,-0.17765,0
4069,139.08,-86.407,5.5268,-0.16151,0
4070,139.09,-86.407,5.3116,-0.14416,1
4071,139.09,-86.407,5.0972,-0.1255,0
4072,139.09,-86.407,4.8843,-0.10541,0
4073,139.1,-86.407,4.6737,-0.083776,0
4074,139.1,-86.407,4.4664,-0.06048,0
4075,139.1,-86.407,4.2632,-0.035391,0
4076,139.1,-86.407,4.0648,-0.0083784,0
4077,139.11,-86.407,3.8721,0.020686,0
4078,139.11,-86.407,3.6859,0.051923,0
4079,139.11,-86.407,3.5069,0.085444,0
4080,139.11,-86.407,3.3358,0.12134,0
4081,139.11,-86.407,3.1733,0.15966,0
4082,139.11,-86.407,3.0199,0.20044,0
4083,139.11,-86.407,2.8763,0.24363,0
4084,139.12,-86.407,2.7428,0.28914,0
4085,139.12,-86.407,2.6197,0.33679,0
4086,139.13,-86.406,2.5072,0.38632,0
4087,139.13,-86.403,2.4053,0.43737,0
4088,139.14,-86.4,2.3138,0.48951,0
4089,139.14,-86.397,2.2325,0.54224,0
4090,139.15,-86.394,2.161,0.59497,0
4091,139.15,-86.391,2.0984,0.64713,0
4092,139.16,-86.388,2.0442,0.69811,0
4093,139.16,-86.385,1.9974,0.74734,0
4094,139.16,-86.383,1.9571,0.79431,0
4095,139.16,-86.382,1.9224,0.83856,0
4096,139.16,-86.382,1.8922,0.87974,0
4097,139.16,-86.381,1.8658,0.91757,0
4098,139.16,-86.38,1.8421,0.95185,0
4099,139.16,-86.379,1.8205,0.98247,0
4100,139.16,-86.379,1.8002,1.0094,0
4101,139.16,-86.378,1.7806,1.0326,0
4102,139.16,-86.377,1.7613,1.0521,0
4103,139.16,-86.377,1.7418,1.068,0
4104,139.16,-86.376,1.7219,1.0804,0
4105,139.16,-86.375,1.7014,1.0894,0
4106,139.16,-86.375,1.68,1.0952,0
4107,139.16,-86.374,1.6578,1.0978,0
4108,139.16,-86.373,1.6347,1.0973,0
4109,139.17,-86.373,1.6108,1.094,0
4110,139.17,-86.372,1.5861,1.0879,0
4111,139.17,-86.371,1.5608,1.0792,0
4112,139.17,-86.371,1.5349,1.068,0
4113,139.17,-86.37,1.5086,1.0544,0
4114,139.17,-86.369,1.4821,1.0387,0
4115,139.17,-86.369,1.4556,1.0209,0
4116,139.17,-86.368,1.429,1.0013,0
4117,139.17,-86.367,1.4027,0.97998,0
4118,139.17,-86.365,1.3766,0.95716,0
4119,139.17,-86.363,1.3509,0.93301,0
4120,139.17,-86.36,1.3256,0.90773,1
4121,139.17,-86.358,1.3009,0.88153,0
4122,139.17,-86.356,1.2766,0.85459,0
4123,139.17,-86.353,1.2529,0.82714,0
4124,139.18,-86.351,1.2297,0.79937,0
4125,139.18,-86.351,1.2069,0.77147,0
4126,139.18,-86.35,1.1844,0.74364,0
4127,139.18,-86.349,1.1623,0.71605,0
4128,139.18,-86.349,1.1404,0.68888,0
4129,139.18,-86.348,1.1186,0.66226,0
4130,139.18,-86.347,1.0968,0.63636,0
4131,139.18,-86.346,1.075,0.61128,0
4132,139.19,-86.346,1.0529,0.58716,0
4133,139.19,-86.345,1.0307,0.56409,0
4134,139.19,-86.344,1.0081,0.54215,0
4135,139.19,-86.344,0.98511,0.52144,0
4136,139.19,-86.344,0.96169,0.50201,1
4137,139.19,-86.344,0.9378,0.48394,0
4138,139.19,-86.344,0.91342,0.46729,0
4139,139.2,-86.344,0.88856,0.4521,0
4140,139.2,-86.344,0.86322,0.43844,0
4141,139.2,-86.344,0.83745,0.42636,0
4142,139.2,-86.344,0.81128,0.41592,0
4143,139.2,-86.344,0.78478,0.40717,0
4144,139.2,-86.344,0.75803,0.40017,0
4145,139.2,-86.344,0.7311,0.39501,0
4146,139.2,-86.344,0.70411,0.39174,0
4147,139.2,-86.344,0.67715,0.39045,0
4148,139.2,-86.344,0.65035,0.39122,0
4149,139.2,-86.344,0.62382,0.39414,0
